640 480
513 235 162
515 234 158
515 233 133
516 233 139
516 232 124
516 231 159
517 230 163
518 230 167
520 228 163
522 227 163
526 225 164
528 224 158
532 222 149
533 221 150
534 221 154
536 220 141
537 219 113
538 218 86
539 217 88
540 216 103
541 216 87
543 214 95
545 213 77
546 212 69
547 212 68
548 211 74
549 211 64
549 210 66
549 209 72
549 208 79
550 208 69
550 207 72
550 206 72
551 205 67
551 204 71
552 202 70
553 202 66
553 201 68
554 200 61
554 199 74
555 199 72
555 198 66
556 197 63
556 196 64
557 195 65
557 194 59
558 193 57
558 192 59
558 191 60
559 189 57
559 188 53
559 187 49
560 186 44
560 185 42
560 184 38
560 182 44
561 182 41
561 181 42
562 180 44
562 179 43
562 178 42
563 176 42
564 174 44
565 173 40
565 172 41
567 169 48
568 168 45
569 168 44
569 167 47
569 166 47
570 165 48
571 163 46
573 162 60
574 161 58
575 160 54
575 159 71
576 158 61
576 157 64
576 156 62
576 155 56
577 155 59
577 154 62
577 153 59
577 152 55
578 151 48
579 150 58
579 148 62
579 147 62
580 146 66
580 145 66
581 145 58
581 144 57
582 142 53
582 141 49
583 141 59
584 140 72
584 139 59
584 138 52
557 238 182
557 239 184
557 240 182
557 241 184
557 242 186
557 245 189
557 246 189
557 247 188
557 248 190
557 249 190
557 250 190
557 251 190
557 252 189
557 253 188
557 256 189
556 258 188
556 259 187
556 260 187
555 262 186
555 263 185
555 264 184
555 265 184
555 266 180
555 267 159
555 268 130
555 269 109
555 270 89
555 271 69
555 273 47
555 274 46
554 275 48
554 276 51
554 277 54
554 278 55
554 280 58
554 281 56
554 283 52
554 284 53
553 286 57
552 288 56
552 289 55
552 291 55
551 292 49
550 294 50
550 295 51
549 296 48
548 297 50
548 299 52
547 300 54
546 302 58
546 303 58
544 305 59
544 306 56
543 307 68
542 308 77
541 309 76
540 310 69
539 311 64
538 313 77
537 314 98
535 316 141
534 319 144
532 320 150
531 322 159
529 323 176
528 324 174
526 325 171
525 326 170
523 329 169
522 329 170
520 332 154
519 333 138
517 336 49
514 338 36
512 338 38
511 340 36
508 341 42
507 343 39
505 344 51
503 345 83
502 346 77
501 347 66
499 349 58
498 350 58
496 351 80
494 354 92
493 355 86
490 357 54
488 358 63
486 360 63
484 361 66
481 363 66
480 364 48
478 365 60
475 367 112
474 368 116
473 369 117
472 370 124
471 370 121
469 372 123
468 372 121
467 373 112
465 374 111
463 375 117
462 375 116
459 376 117
458 376 118
456 377 111
453 378 114
451 378 119
448 379 117
447 380 110
445 380 114
443 380 117
441 380 117
439 381 115
437 381 116
435 382 114
433 383 113
430 383 118
426 383 130
423 384 130
420 384 136
417 385 136
413 386 138
411 386 138
408 386 143
404 387 141
399 387 149
396 387 145
393 388 142
390 389 141
388 389 141
385 390 142
381 391 137
378 391 136
374 391 136
372 391 129
369 391 120
364 391 63
361 391 45
358 391 52
355 391 43
351 391 94
348 391 118
345 391 60
343 391 54
338 391 80
336 391 94
333 391 103
329 391 84
325 391 106
323 391 107
319 391 112
315 391 111
311 391 124
308 391 123
305 391 105
303 391 96
300 391 57
298 391 56
297 391 55
296 391 54
295 391 70
294 391 75
293 391 73
292 391 65
290 391 59
288 391 52
287 391 53
285 390 69
282 390 89
280 390 111
277 390 111
277 389 119
275 389 116
274 389 111
271 389 68
270 388 57
269 387 55
267 387 49
266 386 52
265 386 50
263 385 89
262 385 94
261 385 101
260 384 113
258 384 117
258 383 121
257 382 123
256 382 123
254 381 123
253 380 124
251 380 126
250 379 123
249 378 124
247 378 111
245 377 105
244 376 120
241 376 97
239 375 124
237 375 128
235 374 128
233 374 128
231 373 133
229 373 132
228 373 130
227 372 132
224 372 130
223 371 125
221 371 126
219 369 132
218 369 129
217 367 139
216 367 134
215 365 139
214 365 137
212 363 140
210 362 141
207 360 131
206 359 136
204 358 140
203 356 140
201 356 141
200 354 139
197 352 140
196 351 142
195 350 144
192 348 140
190 347 143
188 346 146
187 346 148
184 345 148
181 343 139
179 343 143
177 342 137
176 341 134
172 340 119
169 339 98
168 337 92
165 337 84
162 336 111
161 335 121
159 334 110
157 332 124
156 331 124
154 329 114
152 328 94
151 327 93
150 327 71
149 326 70
148 325 75
146 325 75
146 324 69
145 324 82
145 323 76
144 322 76
143 322 88
140 319 97
138 317 95
137 317 96
135 314 56
132 312 94
130 311 129
128 308 123
126 307 160
124 305 97
123 304 73
122 303 74
120 301 67
119 300 65
117 299 132
116 297 154
115 296 147
114 295 167
114 294 157
112 292 136
111 291 152
109 289 159
106 287 171
104 285 169
103 284 169
101 283 160
101 282 135
100 282 147
100 281 117
99 281 118
96 278 117
93 275 155
90 273 158
88 271 155
87 270 157
85 269 152
84 268 140
82 267 119
82 266 114
81 266 97
81 265 96
80 264 91
78 262 99
76 259 82
75 257 78
73 255 62
73 254 75
71 251 84
70 250 81
70 249 85
70 248 88
68 247 84
68 245 95
67 244 92
67 243 100
66 242 107
65 240 124
63 238 130
63 236 140
62 234 151
61 233 161
61 231 155
60 230 160
60 229 160
59 228 163
59 227 162
59 225 160
58 223 162
58 222 162
57 221 159
57 219 155
57 218 149
57 216 160
56 214 160
55 213 163
55 209 144
54 207 166
54 206 163
53 203 173
52 201 178
52 200 177
51 198 177
50 195 181
49 193 175
48 191 172
47 188 120
47 186 94
46 183 91
46 180 96
45 178 94
45 176 88
44 175 84
44 174 81
44 172 75
44 171 74
44 169 73
43 167 66
43 165 66
42 163 59
41 161 56
41 160 57
41 158 57
41 157 58
41 156 60
41 154 60
40 150 55
40 148 58
40 146 59
40 145 58
40 144 58
40 142 58
40 141 58
40 140 58
40 139 58
40 138 59
40 137 59
41 135 69
41 133 61
41 131 53
42 129 44
43 128 50
43 127 46
43 126 46
43 125 47
44 124 89
44 123 107
44 122 131
45 120 178
45 118 182
46 117 186
46 115 190
47 113 189
48 113 188
48 111 192
49 110 188
50 109 183
50 107 181
51 106 180
52 105 183
52 104 186
53 103 167
53 102 135
53 100 79
54 100 76
55 99 72
55 97 68
56 97 65
56 96 63
57 95 61
57 94 57
58 93 53
59 91 65
60 90 59
61 90 51
61 89 48
61 88 47
62 88 45
62 87 40
63 86 55
62 86 50
